-0.791,-0.739625578671669,-0.956,0.165,0.0384056033367099
-0.22,-0.0167936971344288,-0.593,0.373,0.0970601241969912
0.19,0.475773386205373,-0.421,0.611,0.0912288916937842
0.369,0.690846135976574,-0.083,0.452,0.084605724299551
1.352,1.22604189525542,0.281,1.071,0.127971153323409
0.333,0.367257465222566,-0.726,1.059,0.162078333972031
-0.185,-0.487162481806477,-1.123,0.938,0.157231687721328
133.562,-2.06794330618558,-164.812,298.374,27.4297675994653
128.25,-0.574236617621133,-143.75,272,16.9195287875653
56.5,1.12584279875936,-79.75,136.25,11.5477390065317
