0.26,0.344,0.556,0.388,0.842,1.025,1.173,267.5,188.563,165.938
0.514,0.461,0.44,0.314,0.839,0.921,0.996,207.75,314.187,201
0.26,0.364,0.424,0.322,0.807,1.173,1.12,232.188,313.313,143.938
0.152,0.298,0.479,0.397,1.022,1.363,0.654,149.75,185.562,130.938
0.298,0.452,0.302,0.228,0.751,0.7,0.928,239.25,198.063,141.563
0.346,0.467,0.299,0.242,0.773,0.762,1.005,208.563,256.75,93.563
1.643,1.24,1.166,1.887,1.472,1.257,1.327,306.876,188.188,157.187
0.256,0.321,0.295,0.344,0.397,0.634,0.587,171.874,141.688,133.124
0.254,0.374,0.428,0.271,0.636,0.739,0.81,181.188,163,155.5
0.273,0.382,0.318,0.234,0.778,0.807,0.623,186.812,249.438,197
